EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,DistanceFromHome,EducationLevel,BusinessTravel,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,PromotionLast5Years,Attrition
EMP00739,33,Engineering,Manager,10969.79,8,35.0,5,Travel_Rarely,Yes,2.0,2,4,2,0,Yes
EMP01221,56,Engineering,Senior,6092.85,3,10.0,2,Travel_Rarely,Yes,2.0,2,4,3,0,Yes
EMP00756,29,Engineering,Senior,7521.38,3,3.0,4,Travel_Frequently,Yes,2.0,3,1,1,0,No
EMP00378,44,Marketing,Senior,8309.13,2,38.0,5,Travel_Frequently,Yes,3.0,2,4,2,0,No
EMP00452,39,R&D,Executive,15273.42,3,10.0,3,Travel_Frequently,Yes,3.0,1,3,3,0,No
EMP01009,37,Marketing,Intern,4743.13,4,14.0,4,Travel_Frequently,Yes,1.0,1,3,1,0,Yes
EMP01228,35,Engineering,Junior,4989.64,2,1.0,3,Travel_Rarely,No,4.0,3,2,2,1,Yes
EMP00551,28,Sales,Senior,6766.82,2,7.0,3,Non-Travel,No,4.0,1,3,3,1,No
EMP01310,25,Engineering,Manager,10679.49,5,3.0,3,Travel_Rarely,No,3.0,3,4,0,0,No
EMP00127,43,HR,Junior,3811.15,1,1.0,3,Travel_Rarely,No,3.0,3,2,3,1,No
EMP00952,33,R&D,Junior,4871.18,1,9.0,3,Travel_Rarely,No,3.0,2,1,1,0,No
EMP00348,38,Sales,Junior,5062.22,2,2.0,4,Non-Travel,No,3.0,3,4,1,1,No
EMP00854,31,HR,Intern,4927.68,6,3.0,5,Travel_Rarely,No,4.0,3,3,2,1,No
EMP00117,46,Sales,Senior,7404.0,3,23.0,3,Travel_Rarely,Yes,2.0,2,3,1,1,No
EMP00105,20,HR,Senior,6020.93,0,2.0,3,Travel_Frequently,Yes,2.0,2,3,1,0,Yes
EMP00852,39,Engineering,Manager,,1,,4,Travel_Rarely,No,,2,2,1,0,No
EMP00380,38,Engineering,Junior,3438.01,2,2.0,2,Non-Travel,No,4.0,3,4,2,0,Yes
EMP00352,24,Sales,Junior,5078.26,2,6.0,4,Travel_Rarely,Yes,2.0,2,4,3,0,Yes
EMP00294,28,Sales,Junior,5265.14,1,1.0,5,Travel_Rarely,No,4.0,3,4,4,1,No
EMP00790,47,Sales,Junior,4810.83,6,3.0,3,Travel_Rarely,No,2.0,4,3,2,0,Yes
EMP00878,32,Marketing,Junior,5132.72,9,1.0,4,Travel_Rarely,No,1.0,2,3,2,0,No
EMP00858,28,Engineering,Executive,15433.63,4,16.0,4,Non-Travel,No,2.0,2,4,0,0,No
EMP00996,37,Sales,Manager,11049.42,9,5.0,3,Travel_Rarely,No,3.0,3,4,4,0,No
EMP00092,32,Marketing,Senior,5220.53,2,8.0,3,Travel_Rarely,No,2.0,3,3,1,1,No
EMP00024,34,HR,Junior,4913.33,6,3.0,2,Travel_Rarely,Yes,4.0,2,4,0,1,No
EMP00742,43,Engineering,Senior,8142.95,6,1.0,5,Non-Travel,No,3.0,4,3,6,1,No
EMP00961,32,Marketing,Senior,8181.0,6,4.0,5,Non-Travel,No,4.0,4,3,1,0,No
EMP00091,41,Engineering,Manager,10839.32,1,16.0,3,Travel_Rarely,No,4.0,4,4,4,0,No
EMP01430,28,R&D,Manager,9572.48,2,5.0,3,Non-Travel,No,2.0,3,4,1,1,No
EMP00524,40,Marketing,Senior,7990.2,2,4.0,5,Travel_Rarely,Yes,2.0,3,1,1,1,No
EMP00554,32,R&D,Senior,6806.04,5,12.0,4,Travel_Rarely,No,4.0,4,2,0,1,No
EMP00653,32,Sales,Senior,5801.5,3,8.0,3,Travel_Rarely,Yes,3.0,2,3,4,0,No
EMP00875,30,Sales,Junior,5053.26,10,16.0,2,Travel_Rarely,Yes,3.0,2,2,2,1,No
EMP01287,32,Marketing,Senior,8506.62,5,1.0,3,Travel_Rarely,No,2.0,2,3,2,0,No
EMP00947,25,R&D,Junior,4181.09,1,1.0,2,Travel_Frequently,Yes,3.0,1,3,0,0,No
EMP00997,22,Marketing,Junior,4393.45,2,7.0,2,Travel_Rarely,No,4.0,4,2,3,0,No
EMP00811,35,Sales,Junior,4371.64,3,2.0,3,Travel_Rarely,No,3.0,3,2,1,1,No
EMP00574,29,R&D,Manager,10236.52,1,8.0,4,Non-Travel,No,3.0,1,3,4,0,Yes
EMP00771,45,Engineering,Intern,3519.89,2,8.0,4,Travel_Rarely,No,4.0,3,4,5,1,No
EMP00628,45,Sales,Intern,3069.38,2,15.0,2,Travel_Rarely,Yes,2.0,2,2,0,0,Yes
EMP00625,30,Engineering,Senior,6148.04,1,1.0,2,Travel_Rarely,Yes,3.0,2,2,2,0,Yes
EMP01015,21,Sales,Senior,6402.83,0,6.0,3,Non-Travel,No,3.0,3,3,1,0,No
EMP00224,39,Sales,Senior,9227.51,10,5.0,3,Travel_Rarely,No,2.0,3,3,2,0,No
EMP01093,39,Marketing,Intern,5982.55,17,11.0,3,Travel_Frequently,No,2.0,2,3,3,1,No
EMP00214,44,HR,Junior,4228.92,2,17.0,3,Travel_Frequently,No,2.0,4,2,3,1,No
EMP01497,43,Marketing,Senior,8977.5,10,18.0,3,Travel_Frequently,No,3.0,3,2,1,0,No
EMP00609,37,R&D,Junior,,4,1.0,3,Travel_Frequently,No,4.0,2,4,1,0,Yes
EMP01136,30,Sales,Senior,6013.09,0,4.0,3,Non-Travel,No,1.0,1,4,8,0,Yes
EMP01496,34,R&D,Junior,4746.3,3,2.0,3,Travel_Rarely,No,3.0,2,3,1,1,No
EMP00078,31,R&D,Junior,4088.08,1,3.0,1,Travel_Frequently,Yes,3.0,2,3,2,1,Yes
EMP01389,36,Sales,Junior,5984.35,5,1.0,3,Travel_Rarely,No,4.0,3,3,0,0,No
EMP00001,45,Sales,Manager,9499.58,1,16.0,4,Non-Travel,Yes,2.0,1,3,0,0,No
EMP00389,32,Marketing,Senior,8083.28,5,5.0,4,Travel_Rarely,Yes,3.0,2,1,1,0,No
EMP01500,36,Engineering,Senior,6522.71,1,1.0,2,Non-Travel,Yes,4.0,1,4,1,0,No
EMP00440,30,R&D,Junior,5901.44,3,2.0,4,Travel_Rarely,No,3.0,4,3,5,0,Yes
EMP00652,41,Marketing,Junior,4988.33,2,1.0,4,Travel_Rarely,No,3.0,4,4,4,0,No
EMP00835,30,Engineering,Junior,4213.58,2,2.0,1,Non-Travel,No,2.0,2,3,1,0,No
EMP00749,28,Engineering,Junior,6389.83,4,4.0,5,Travel_Rarely,No,3.0,2,4,1,0,No
EMP01419,26,R&D,Manager,8522.07,2,2.0,2,Travel_Rarely,Yes,3.0,2,1,6,0,No
EMP01250,31,HR,Senior,8006.56,8,10.0,3,Travel_Frequently,Yes,4.0,1,3,1,0,No
EMP00946,54,Engineering,Junior,6600.71,8,5.0,5,Non-Travel,No,3.0,4,3,1,0,No
EMP00552,36,Sales,Executive,16247.9,2,17.0,4,Travel_Frequently,Yes,3.0,2,3,3,1,No
EMP01346,27,Sales,Intern,4994.53,7,1.0,5,Non-Travel,Yes,3.0,3,2,0,0,No
EMP00298,35,Sales,Junior,6064.85,1,4.0,5,Travel_Rarely,No,3.0,4,3,3,0,No
EMP00546,25,Marketing,Junior,5546.47,5,3.0,4,Travel_Rarely,No,3.0,3,3,2,1,No
EMP00544,39,Sales,Intern,3183.42,1,26.0,2,Travel_Rarely,No,4.0,3,3,1,1,No
EMP00278,27,Marketing,Executive,14468.53,1,11.0,2,Travel_Rarely,No,4.0,3,3,3,0,Yes
EMP01096,26,R&D,Senior,7550.93,2,10.0,3,Travel_Rarely,No,3.0,4,3,0,0,No
EMP00323,36,R&D,Junior,4197.13,2,10.0,4,Travel_Rarely,No,3.0,2,3,1,1,No
EMP00491,26,Engineering,Senior,7464.55,4,4.0,2,Travel_Frequently,No,4.0,3,2,2,0,No
EMP01002,31,HR,Senior,8294.69,8,7.0,3,Travel_Rarely,No,2.0,3,3,2,0,Yes
EMP01064,39,Engineering,Senior,6465.11,1,6.0,3,Travel_Frequently,No,3.0,2,2,2,0,No
EMP01164,30,Sales,Junior,4049.04,1,10.0,3,Travel_Rarely,Yes,1.0,2,2,3,0,Yes
EMP01085,22,HR,Senior,6404.66,2,3.0,3,Travel_Rarely,No,4.0,3,3,1,0,No
EMP01343,49,Marketing,Manager,11869.57,3,3.0,4,Travel_Frequently,No,3.0,3,4,2,0,Yes
EMP01391,25,Marketing,Senior,7604.62,4,2.0,3,Travel_Rarely,No,3.0,1,3,2,1,Yes
EMP01140,50,Engineering,Junior,3957.19,1,4.0,3,Travel_Rarely,No,3.0,2,3,2,0,No
EMP00733,39,R&D,Manager,9195.74,1,5.0,2,Non-Travel,No,3.0,3,4,0,0,No
EMP01286,32,Sales,Senior,7371.14,2,21.0,3,Travel_Rarely,No,3.0,4,4,2,0,No
EMP01194,41,Engineering,Junior,6059.17,14,4.0,2,Non-Travel,No,4.0,3,3,4,1,No
EMP00222,40,Sales,Senior,6840.82,7,1.0,2,Travel_Rarely,No,4.0,4,3,0,1,No
EMP01198,31,Engineering,Senior,8553.96,4,21.0,5,Travel_Rarely,No,2.0,2,2,3,0,Yes
EMP01330,38,R&D,Senior,6809.89,2,11.0,4,Travel_Rarely,Yes,2.0,2,2,3,0,No
EMP01277,33,Sales,Intern,4710.29,4,10.0,4,Travel_Rarely,No,3.0,4,3,2,0,No
EMP01268,35,Sales,Senior,8345.21,10,1.0,3,Travel_Rarely,No,4.0,2,3,3,0,No
EMP00712,21,Engineering,Junior,5294.07,1,4.0,5,Travel_Rarely,No,3.0,4,4,0,0,No
EMP00007,45,HR,Senior,7430.37,6,1.0,3,Travel_Rarely,No,2.0,3,3,1,0,No
EMP00310,42,Engineering,Senior,7416.34,6,1.0,2,Travel_Rarely,No,2.0,3,3,1,0,No
EMP01336,27,R&D,Junior,5569.37,2,5.0,3,Travel_Frequently,No,3.0,3,2,1,0,No
EMP00918,32,R&D,Manager,9661.43,0,10.0,4,Travel_Rarely,No,2.0,2,3,3,0,No
EMP00282,40,Marketing,Junior,3364.06,2,20.0,2,Travel_Rarely,No,3.0,1,4,3,1,No
EMP00944,36,HR,Executive,16573.75,1,8.0,5,Non-Travel,No,3.0,4,4,1,0,No
EMP01145,20,Sales,Manager,8650.75,0,2.0,1,Travel_Rarely,Yes,3.0,1,4,3,0,Yes
EMP00149,39,Sales,Senior,6126.88,0,2.0,2,Travel_Frequently,No,2.0,1,3,3,1,Yes
EMP00398,40,Sales,Junior,4476.95,2,1.0,2,Travel_Rarely,No,2.0,3,2,2,1,No
EMP00626,24,R&D,Senior,7528.9,4,2.0,3,Travel_Rarely,No,2.0,4,3,3,1,No
EMP00328,33,Sales,Senior,6884.32,8,2.0,2,Non-Travel,No,3.0,4,3,3,0,No
EMP00487,47,R&D,Intern,2200.0,1,8.0,2,Travel_Rarely,No,3.0,4,4,2,0,No
EMP00578,29,Engineering,Senior,7203.17,2,3.0,3,Travel_Frequently,No,2.0,4,4,1,0,No
EMP01411,42,Sales,Junior,4076.28,2,34.0,2,Travel_Rarely,No,2.0,3,4,1,0,Yes
EMP00523,31,Sales,Senior,5431.55,1,1.0,2,Travel_Frequently,No,3.0,3,3,0,0,No
EMP00927,44,Engineering,Junior,5312.33,5,5.0,4,Travel_Frequently,Yes,1.0,2,2,3,0,No
EMP01172,37,Engineering,Senior,7425.39,1,1.0,3,Travel_Rarely,No,3.0,3,1,2,0,No
EMP00272,37,Sales,Manager,10985.91,5,6.0,4,Non-Travel,No,4.0,4,3,1,0,No
EMP01141,54,HR,Junior,5299.35,3,6.0,3,Travel_Rarely,No,2.0,3,4,2,1,No
EMP00613,30,Sales,Junior,6922.16,10,27.0,3,Travel_Rarely,No,3.0,4,2,1,0,No
EMP00087,57,R&D,Intern,3864.6,12,23.0,1,Non-Travel,No,3.0,4,3,1,0,No
EMP00165,40,Engineering,Junior,5397.73,8,4.0,1,Travel_Frequently,Yes,3.0,1,2,3,1,Yes
EMP01311,36,Marketing,Senior,6025.8,2,1.0,2,Travel_Rarely,Yes,3.0,1,4,2,1,No
EMP01027,21,HR,Senior,7206.02,0,1.0,5,Travel_Rarely,No,2.0,3,3,2,1,No
EMP00556,30,R&D,Junior,4833.5,10,11.0,1,Travel_Rarely,No,4.0,3,2,2,0,No
EMP00194,44,R&D,Senior,7031.94,5,1.0,2,Non-Travel,Yes,2.0,2,3,1,0,No
EMP00327,24,Sales,Senior,6243.89,0,1.0,2,Travel_Frequently,Yes,2.0,2,3,1,0,Yes
EMP00344,52,Engineering,Intern,3820.34,6,1.0,5,Travel_Rarely,No,4.0,1,4,3,0,No
EMP00109,51,Sales,Manager,10187.42,3,3.0,3,Travel_Rarely,No,3.0,4,3,1,1,No
EMP00156,36,R&D,Senior,7898.55,1,7.0,5,Travel_Rarely,No,4.0,2,4,0,0,No
EMP00531,20,HR,Intern,2216.53,0,18.0,4,Travel_Rarely,Yes,3.0,2,3,1,0,Yes
EMP01212,20,R&D,Junior,4390.5,0,5.0,3,Non-Travel,No,3.0,4,1,2,1,No
EMP00376,23,R&D,Intern,2200.0,0,20.0,3,Travel_Rarely,No,2.0,3,3,1,0,No
EMP00732,46,Marketing,Junior,6682.53,14,5.0,5,Travel_Rarely,No,3.0,2,3,3,0,No
EMP00762,38,R&D,Manager,10505.78,5,3.0,4,Travel_Rarely,No,4.0,3,3,3,1,No
EMP00481,35,Marketing,Manager,9171.11,3,1.0,3,Travel_Rarely,No,3.0,4,3,6,0,No
EMP01368,42,HR,Intern,3522.94,1,21.0,3,Travel_Rarely,No,3.0,4,2,0,0,No
EMP00700,36,R&D,Intern,6254.95,9,10.0,5,Travel_Frequently,No,3.0,2,3,2,0,No
EMP00772,23,Marketing,Senior,6634.18,3,3.0,4,Travel_Frequently,No,3.0,3,2,4,1,No
EMP01439,44,R&D,Senior,8394.29,8,2.0,5,Travel_Rarely,No,2.0,2,3,3,0,No
EMP01284,32,R&D,Senior,6015.9,0,1.0,2,Non-Travel,No,2.0,4,3,4,0,No
EMP00472,32,Sales,Manager,9718.86,1,6.0,4,Travel_Rarely,No,4.0,2,2,1,1,Yes
EMP01280,39,Sales,Intern,3801.71,6,2.0,3,Travel_Rarely,No,4.0,3,3,4,1,No
EMP00017,29,Sales,Senior,,4,,3,Non-Travel,Yes,,2,1,2,0,No
EMP00757,39,Sales,Junior,6590.06,5,10.0,4,Travel_Rarely,No,2.0,4,3,5,0,No
EMP00689,20,Engineering,Senior,,0,,2,Travel_Rarely,No,,1,2,2,0,No
EMP00076,51,R&D,Senior,8252.29,6,7.0,5,Travel_Rarely,No,4.0,2,3,2,0,Yes
EMP00135,32,R&D,Manager,9969.47,6,22.0,1,Travel_Rarely,Yes,3.0,3,3,1,0,No
EMP00002,46,Engineering,Intern,3000.8,1,11.0,4,Travel_Rarely,Yes,2.0,2,3,6,0,Yes
EMP00438,36,Sales,Senior,6580.08,4,1.0,2,Travel_Rarely,Yes,1.0,2,3,1,0,No
EMP01441,47,Marketing,Junior,6525.94,14,7.0,3,Non-Travel,Yes,3.0,4,4,2,0,Yes
EMP00320,59,Engineering,Senior,6363.65,2,19.0,2,Travel_Rarely,Yes,2.0,3,2,4,0,Yes
EMP00982,29,R&D,Manager,10177.98,1,10.0,4,Non-Travel,No,3.0,3,3,1,0,No
EMP01456,27,Engineering,Manager,10119.37,5,4.0,4,Travel_Rarely,No,4.0,2,4,1,0,No
EMP00987,32,HR,Executive,15928.2,3,1.0,2,Travel_Frequently,No,3.0,3,2,3,1,Yes
EMP00650,24,R&D,Junior,4794.88,4,16.0,3,Travel_Rarely,No,3.0,3,4,2,0,No
EMP00322,30,Engineering,Intern,3205.22,2,1.0,3,Travel_Rarely,No,3.0,2,3,3,0,Yes
EMP00568,28,Sales,Senior,6758.86,0,26.0,5,Travel_Rarely,No,2.0,3,4,0,0,Yes
EMP00888,21,Sales,Senior,6934.85,1,24.0,4,Travel_Frequently,No,4.0,3,3,2,0,Yes
EMP00252,51,Sales,Junior,5777.48,8,1.0,3,Non-Travel,No,4.0,3,4,2,0,No
EMP00884,35,R&D,Junior,5626.27,15,9.0,1,Travel_Rarely,Yes,3.0,1,3,1,0,No
EMP01095,40,R&D,Junior,5300.87,5,1.0,3,Travel_Frequently,No,2.0,4,4,6,0,Yes
EMP01357,38,R&D,Junior,5156.32,2,2.0,3,Travel_Rarely,No,2.0,2,3,1,1,No
EMP00063,42,Sales,Manager,9967.65,1,9.0,4,Travel_Rarely,No,3.0,3,3,4,1,No
EMP00740,53,Engineering,Senior,12987.36,33,19.0,4,Travel_Rarely,No,4.0,3,3,1,1,No
EMP00090,40,Engineering,Senior,7427.28,1,1.0,3,Travel_Frequently,No,4.0,3,2,4,0,Yes
EMP00777,26,R&D,Junior,4287.99,1,8.0,3,Non-Travel,No,1.0,2,3,1,0,Yes
EMP01117,34,Sales,Manager,9677.51,7,2.0,3,Travel_Frequently,No,3.0,3,3,3,0,No
EMP00157,43,HR,Senior,8047.61,11,1.0,3,Travel_Rarely,Yes,4.0,2,3,4,0,No
EMP00442,39,HR,Manager,10280.52,1,7.0,4,Non-Travel,No,3.0,2,4,4,0,No
EMP01405,49,Sales,Senior,7157.93,2,5.0,3,Travel_Rarely,Yes,3.0,3,2,0,0,No
EMP00725,35,Engineering,Senior,7172.27,1,4.0,3,Non-Travel,No,1.0,4,2,2,1,No
EMP00415,29,R&D,Senior,7987.83,9,9.0,2,Non-Travel,No,1.0,3,3,3,1,No
EMP01396,33,Engineering,Intern,4152.06,7,6.0,3,Travel_Rarely,No,3.0,4,3,2,1,No
EMP00553,38,R&D,Senior,7485.74,4,4.0,3,Travel_Frequently,Yes,3.0,1,3,2,0,No
EMP00512,41,R&D,Junior,7361.85,8,1.0,5,Travel_Frequently,Yes,3.0,1,4,2,0,Yes
EMP01397,41,Engineering,Senior,6737.34,1,5.0,3,Travel_Rarely,Yes,3.0,3,3,0,1,No
EMP00522,35,R&D,Intern,2200.0,2,1.0,3,Travel_Rarely,Yes,3.0,2,4,3,0,Yes
EMP01246,44,Marketing,Senior,7160.56,1,12.0,5,Non-Travel,Yes,4.0,2,4,3,0,Yes
EMP00692,20,Engineering,Junior,4012.81,0,6.0,4,Travel_Rarely,No,4.0,4,1,7,0,No
EMP00702,31,Marketing,Junior,5013.86,4,7.0,3,Travel_Rarely,Yes,2.0,3,3,3,0,No
EMP00474,48,Engineering,Manager,9940.48,1,1.0,3,Non-Travel,Yes,4.0,1,1,0,1,No
EMP01099,29,HR,Senior,6588.53,1,2.0,3,Travel_Rarely,No,3.0,4,3,3,0,No
EMP01299,32,R&D,Manager,9269.55,1,3.0,2,Travel_Rarely,Yes,2.0,3,3,2,0,No
EMP01291,43,Sales,Senior,6788.27,1,9.0,4,Non-Travel,No,3.0,3,3,2,1,No
EMP00181,30,HR,Senior,5768.07,0,4.0,4,Non-Travel,No,3.0,4,3,1,0,No
EMP00721,44,Sales,Senior,8202.15,8,6.0,4,Travel_Frequently,Yes,3.0,1,3,3,0,No
EMP01442,37,Engineering,Junior,6428.11,8,2.0,5,Travel_Rarely,No,3.0,2,3,2,1,No
EMP01374,43,Sales,Manager,9000.04,7,7.0,1,Travel_Rarely,No,2.0,1,3,2,0,No
EMP00402,28,R&D,Junior,4734.25,3,1.0,4,Travel_Rarely,Yes,4.0,2,2,5,0,Yes
EMP00170,38,R&D,Intern,5236.79,5,5.0,5,Travel_Rarely,Yes,3.0,1,3,3,0,No
EMP01403,42,Engineering,Junior,6385.61,7,2.0,4,Travel_Rarely,No,3.0,2,3,2,0,No
EMP00346,25,Engineering,Manager,9357.01,1,5.0,4,Travel_Rarely,No,2.0,2,3,3,0,No
EMP01245,40,R&D,Senior,6913.71,2,3.0,4,Non-Travel,No,4.0,2,3,2,0,No
EMP00251,26,Marketing,Manager,9197.15,2,3.0,3,Travel_Rarely,No,3.0,2,1,6,1,No
EMP00296,38,Sales,Junior,4408.22,6,18.0,4,Travel_Rarely,Yes,2.0,3,3,4,0,No
EMP01166,29,Engineering,Manager,9640.28,1,10.0,3,Travel_Rarely,No,2.0,1,4,2,0,No
EMP00972,37,Marketing,Junior,5317.53,4,5.0,3,Travel_Rarely,Yes,3.0,2,2,4,1,Yes
EMP00844,20,Sales,Intern,2200.0,0,11.0,1,Non-Travel,No,3.0,2,3,1,0,No
EMP00263,32,Sales,Manager,10972.69,1,2.0,5,Non-Travel,No,4.0,4,1,3,0,No
EMP00121,30,Sales,Senior,7572.02,1,2.0,3,Travel_Rarely,No,2.0,3,3,3,0,No
EMP01116,40,R&D,Junior,4499.08,2,1.0,3,Non-Travel,Yes,1.0,2,2,4,1,No
EMP01379,38,Sales,Executive,13618.4,3,22.0,1,Travel_Frequently,No,3.0,4,3,4,0,No
EMP00220,39,Sales,Senior,7375.26,1,4.0,4,Travel_Frequently,Yes,4.0,1,4,0,1,No
EMP00268,30,R&D,Junior,3440.2,2,10.0,3,Travel_Rarely,No,4.0,4,4,2,0,Yes
EMP00369,38,HR,Manager,10474.82,1,10.0,4,Non-Travel,Yes,2.0,2,3,2,0,No
EMP00193,37,Sales,Senior,8897.13,5,4.0,5,Non-Travel,No,2.0,4,1,1,0,No
EMP00291,30,Sales,Junior,5611.99,10,14.0,4,Travel_Frequently,No,3.0,2,3,3,1,Yes
EMP00693,20,R&D,Senior,,0,5.0,4,Travel_Frequently,No,4.0,2,3,2,1,No
EMP00698,35,Marketing,Intern,3540.47,0,4.0,5,Travel_Rarely,Yes,2.0,2,3,3,0,No
EMP00720,29,Marketing,Executive,15781.52,3,6.0,4,Travel_Rarely,Yes,3.0,3,3,1,0,No
EMP01386,27,R&D,Senior,7571.31,3,10.0,4,Travel_Rarely,No,3.0,2,2,3,1,Yes
EMP01077,34,Engineering,Junior,5269.54,3,3.0,4,Travel_Frequently,No,3.0,3,4,2,0,No
EMP01231,30,Marketing,Senior,8499.58,7,15.0,3,Travel_Rarely,No,2.0,2,4,1,1,No
EMP00547,21,Marketing,Intern,3741.17,1,6.0,4,Travel_Rarely,No,3.0,3,3,3,1,No
EMP00075,35,Engineering,Junior,3935.04,0,6.0,2,Travel_Rarely,No,4.0,4,4,2,1,No
EMP01227,32,Engineering,Junior,3667.92,3,2.0,2,Travel_Rarely,No,4.0,2,4,2,1,No
EMP01029,27,Engineering,Junior,4403.91,1,2.0,4,Non-Travel,No,2.0,3,3,1,1,No
EMP00253,27,HR,Manager,10063.2,7,2.0,2,Non-Travel,Yes,1.0,2,3,3,0,No
EMP00433,35,Engineering,Manager,9695.42,2,3.0,4,Travel_Rarely,Yes,3.0,2,2,1,0,No
EMP00957,38,Sales,Manager,9957.23,2,1.0,3,Travel_Rarely,No,3.0,4,3,0,0,No
EMP00597,38,Sales,Junior,5061.81,7,9.0,4,Travel_Frequently,No,3.0,2,3,8,0,No
EMP01420,48,Engineering,Senior,7949.24,2,6.0,3,Non-Travel,Yes,1.0,4,1,3,1,No
EMP00012,50,Engineering,Junior,6012.99,3,11.0,5,Travel_Rarely,No,4.0,2,3,4,1,No
EMP01467,20,R&D,Senior,7274.49,0,10.0,4,Travel_Rarely,No,1.0,4,3,5,0,No
EMP00655,29,HR,Executive,15080.34,1,5.0,2,Non-Travel,No,3.0,2,2,2,0,No
EMP00979,41,R&D,Junior,5523.97,2,7.0,3,Travel_Rarely,No,4.0,3,4,1,0,Yes
EMP01308,45,Marketing,Senior,7998.34,8,1.0,4,Non-Travel,Yes,2.0,2,1,0,0,No
EMP00210,38,Sales,Intern,2603.26,2,9.0,3,Non-Travel,No,4.0,2,3,7,0,No
EMP01490,47,Sales,Manager,8638.27,1,2.0,3,Non-Travel,No,2.0,3,3,2,0,No
EMP00793,37,R&D,Senior,6907.46,2,5.0,3,Travel_Frequently,No,2.0,3,3,0,1,No
EMP01333,40,HR,Manager,9176.31,4,2.0,3,Travel_Rarely,No,3.0,2,3,0,0,No
EMP00180,41,HR,Junior,6406.37,9,7.0,3,Travel_Rarely,No,4.0,4,2,1,0,No
EMP01045,40,Sales,Senior,6804.48,3,1.0,3,Non-Travel,Yes,3.0,3,3,4,1,No
EMP00514,24,Marketing,Junior,4752.33,4,13.0,2,Travel_Rarely,No,3.0,3,4,6,1,No
EMP00313,40,Marketing,Senior,8081.95,7,22.0,4,Non-Travel,No,3.0,4,3,2,1,No
EMP00441,39,Sales,Intern,3930.81,2,8.0,3,Travel_Frequently,Yes,2.0,1,3,1,0,Yes
EMP00622,33,Marketing,Junior,5065.58,4,1.0,4,Non-Travel,Yes,2.0,1,4,4,0,Yes
EMP00161,49,Sales,Manager,8446.69,2,7.0,2,Travel_Frequently,No,3.0,2,4,2,0,Yes
EMP00803,45,R&D,Manager,9536.76,1,4.0,3,Travel_Rarely,Yes,3.0,3,3,4,0,No
EMP00377,41,R&D,Senior,8566.08,2,3.0,5,Travel_Rarely,No,2.0,3,4,2,0,No
EMP00206,51,R&D,Senior,7215.67,3,3.0,3,Travel_Rarely,No,2.0,3,4,1,0,No
EMP00289,34,Sales,Junior,5732.14,2,25.0,5,Travel_Rarely,Yes,3.0,3,2,2,0,No
EMP00057,26,Sales,Senior,7871.56,6,4.0,3,Travel_Rarely,Yes,1.0,2,3,1,0,No
EMP00685,42,Marketing,Manager,9890.26,1,1.0,2,Travel_Rarely,No,3.0,2,2,4,0,No
EMP00385,43,R&D,Senior,7623.7,3,19.0,3,Travel_Frequently,No,4.0,2,3,4,0,No
EMP00501,44,Marketing,Junior,4789.01,1,1.0,4,Non-Travel,No,4.0,3,3,0,0,No
EMP01119,36,Engineering,Executive,16002.94,3,7.0,3,Travel_Rarely,No,3.0,3,4,1,0,No
EMP00847,25,Sales,Senior,6392.58,4,20.0,1,Travel_Rarely,No,3.0,4,3,3,0,No
EMP00232,36,Sales,Senior,8063.97,3,1.0,4,Non-Travel,No,4.0,2,3,3,0,No
EMP01271,34,Sales,Manager,,4,4.0,4,Travel_Rarely,No,,3,3,3,0,No
EMP00426,27,Marketing,Senior,7413.5,2,1.0,3,Travel_Rarely,Yes,3.0,1,3,1,1,Yes
EMP01214,33,HR,Senior,6018.44,1,1.0,3,Travel_Rarely,No,2.0,3,4,1,0,Yes
EMP00311,45,R&D,Junior,4427.42,11,13.0,1,Travel_Rarely,No,2.0,4,2,3,0,No
EMP00590,40,Marketing,Senior,7461.91,1,1.0,3,Non-Travel,Yes,3.0,3,3,2,0,No
EMP00238,38,HR,Senior,6710.02,6,1.0,2,Travel_Frequently,No,2.0,2,3,1,0,No
EMP00237,55,R&D,Senior,7023.57,6,1.0,3,Travel_Rarely,No,2.0,3,4,0,0,No
EMP00427,37,Sales,Manager,13364.91,14,1.0,2,Travel_Rarely,No,4.0,3,4,2,0,No
EMP00958,48,R&D,Senior,6134.15,2,11.0,1,Non-Travel,Yes,3.0,3,2,3,1,Yes
EMP01352,39,Sales,Junior,5655.63,6,1.0,4,Travel_Rarely,No,3.0,3,3,1,0,No
EMP00582,30,Engineering,Intern,,7,,5,Travel_Frequently,No,,2,3,1,0,No
EMP01132,44,R&D,Senior,8798.75,9,1.0,4,Non-Travel,No,1.0,3,2,1,0,No
EMP00176,20,Sales,Junior,5124.77,0,1.0,5,Travel_Rarely,Yes,3.0,2,3,5,0,No
EMP01137,35,Sales,Intern,3722.17,0,6.0,3,Travel_Rarely,Yes,1.0,2,4,2,0,No
EMP00810,41,Sales,Senior,6932.42,6,17.0,3,Travel_Rarely,Yes,3.0,3,4,3,0,Yes
EMP00964,31,R&D,Senior,8164.81,4,13.0,4,Travel_Frequently,Yes,4.0,1,3,3,0,Yes
EMP00457,44,R&D,Manager,,2,,2,Travel_Rarely,Yes,,2,3,1,0,Yes
EMP00808,28,Engineering,Intern,3308.7,4,7.0,3,Travel_Rarely,No,2.0,3,2,0,1,No
